-1.6803354,3.8537605,7.5782647,2
-1.5845897,3.8920588,7.7123084,2
-1.469695,3.8824842,7.7793303,2
-1.4601204,4.016528,7.587839,2
-1.383524,4.169721,7.7506065,2
-1.2399056,4.2463174,7.587839,2
-1.1058618,4.2941904,7.3389006,2
-0.99096704,4.322914,7.4729443,2
-0.91437054,4.4186597,7.511243,2
-0.9526688,4.610151,7.46337,2
-0.9718179,4.73462,7.434646,2
-1.0005416,4.9452605,7.434646,2
-0.8952214,5.0314317,7.4059224,2
-0.8952214,5.088879,7.348475,2
-0.76117754,5.06973,7.204857,2
-0.78990126,5.0984535,7.310177,2
-0.5792609,4.868664,7.396348,2
-0.47394073,4.5910015,7.2144313,2
-0.27287498,4.2175937,7.2144313,2
-0.22500217,3.9495063,7.2335806,2
-0.25372586,3.7867386,7.1857076,2
-0.28244954,3.690993,7.3006024,2
-0.3398969,3.6622694,7.46337,2
-0.3111732,3.758015,7.5974135,2
-0.30159867,3.8824842,7.721883,2
-0.22500217,4.0739756,7.894225,2
-0.16755481,4.303765,8.028269,2
-0.110107444,4.5144053,8.124015,2
-0.10053288,4.73462,8.191036,2
-0.09095833,4.8590894,8.248484,2
-0.10053288,4.9739842,8.21976,2
-0.12925656,5.002708,8.2676325,2
-0.18670394,5.0122824,8.2676325,2
-0.27287498,5.002708,8.286782,2
-0.37819514,4.9069624,8.181462,2
-0.39734426,4.8303657,8.1623125,2
-0.42606795,4.7058964,8.047418,2
-0.47394073,4.581427,7.9420977,2
-0.44521707,4.495256,7.855927,2
-0.47394073,4.3803616,7.7793303,2
-0.46436617,4.275041,7.6740103,2
-0.4356425,4.2175937,7.549541,2
-0.4164934,4.2080193,7.5303917,2
-0.39734426,4.236743,7.5208173,2
-0.4164934,4.275041,7.587839,2
-0.49308985,4.389936,7.587839,2
-0.512239,4.4856815,7.6740103,2
-0.54096264,4.581427,7.693159,2
-0.63670826,4.7058964,7.702734,2
-0.6558574,4.782493,7.7506065,2
-0.6558574,4.8782387,7.7601814,2
-0.665432,4.9452605,7.8272033,2
-0.6079846,4.926111,7.8272033,2
-0.6079846,4.9069624,7.7793303,2
-0.56011176,4.83994,7.741032,2
-0.56011176,4.772918,7.664436,2
-0.5505372,4.73462,7.6261373,2
-0.5313881,4.6867476,7.5399666,2
-0.56011176,4.6771727,7.5208173,2
-0.5888355,4.7058964,7.482519,2
-0.5888355,4.772918,7.3771987,2
-0.6271337,4.782493,7.35805,2
-0.5888355,4.8590894,7.4059224,2
-0.5792609,4.868664,7.3867736,2
-0.56968635,4.926111,7.4537954,2
-0.5313881,4.935686,7.501668,2
-0.4356425,4.9069624,7.5591154,2
-0.3398969,4.849515,7.5782647,2
-0.30159867,4.801642,7.6261373,2
-0.25372586,4.73462,7.693159,2
-0.25372586,4.6771727,7.7123084,2
-0.26330042,4.6675982,7.654861,2
-0.359046,4.6675982,7.635712,2
-0.40691882,4.6675982,7.654861,2
-0.46436617,4.7250457,7.6261373,2
-0.5505372,4.7537694,7.616563,2
-0.59841,4.801642,7.5303917,2
-0.63670826,4.916537,7.5208173,2
-0.6271337,5.002708,7.511243,2
-0.6271337,5.0601554,7.5591154,2
-0.5505372,5.1271772,7.587839,2
-0.512239,5.2516465,7.5974135,2
-0.45479164,5.328243,7.635712,2
-0.3877697,5.3952646,7.769756,2
-0.34947145,5.567607,7.846352,2
-0.25372586,5.6633525,7.894225,2
-0.25372586,5.787822,7.9803963,2
-0.2154276,5.912291,8.056993,2
-0.19627848,5.979313,8.085716,2
-0.15798025,6.027186,8.124015,2
-0.110107444,6.0750585,8.104865,2
