0.644433746,-4.788836097,8.457544448,0.022768702,9.740860172,15.69312871,0.037138714,0.0640874,38,0
0.721823121,-4.532806369,8.578512919,2.221525449,9.741610764,27.57964236,0.093589837,0.222464185,46,0
0.765432251,-4.515829486,8.590840126,0.269253194,9.735918598,13.59387317,0.036961351,0.06147132,37,0
0.755229359,-4.510377969,8.598146714,0.025329125,9.738905151,18.15843286,0.033137709,0.057506245,37,0
0.751968023,-4.499887839,8.603179331,0.072549331,9.73819903,21.72842675,0.032143305,0.057890295,30,0
0.726954486,-4.45847785,8.624859787,-0.01858997,9.736610431,10.55844946,0.040885609,0.065936449,43,0
0.833022663,-4.681026539,8.4840958,2.147739522,9.750348035,12.65694265,0.193783062,0.465335384,55,0
0.834381057,-4.775455643,8.459590942,-0.138818793,9.750618074,12.86789233,0.045117186,0.072580085,45,0
0.825877653,-4.752392899,8.472319142,-0.06243319,9.749399718,24.26301467,0.033230705,0.061593241,30,0
3.265266224,-3.616030232,8.164742335,4.190176518,9.907017344,21.47061977,0.302533236,0.71456786,54,0
4.552906971,-2.337108323,8.287554028,-0.27235459,9.741166912,22.88908869,0.039128905,0.072416875,27,0
4.535397498,-2.279840478,8.310778292,-0.165645537,9.739192661,16.6339424,0.041491807,0.071751144,28,0
4.575520879,-2.488266689,8.234612688,0.662544697,9.745663897,9.804948255,0.05624283,0.087397847,47,0
4.555450208,-2.314428579,8.294322048,0.042729291,9.742689865,21.1135258,0.03850704,0.070523801,36,0
4.517864079,-2.096900549,8.361098598,0.794145298,9.73668671,7.392818543,0.058209709,0.088198566,45,0
4.449477771,-1.772119491,8.46393539,-0.040576313,9.725624228,28.78238676,0.02987328,0.058569826,16,0
4.447951827,-1.781765859,8.46214017,-0.08472109,9.725166329,23.89398137,0.03071039,0.057720905,20,0
4.442955103,-1.822912526,8.458699334,0.041594289,9.727467912,22.25829238,0.031893067,0.059285674,21,0
4.808637488,-2.373772898,8.123852974,-0.72302624,9.767595154,6.096206167,0.140456006,0.260297269,52,0
4.82740961,-2.275513972,8.152839987,-0.056212567,9.744882524,20.66406357,0.041619265,0.078488836,21,0
4.809576977,-2.374550838,8.140147719,0.103648429,9.748754895,23.67377642,0.036496258,0.0736378,25,0
4.82683513,-2.392748484,8.128574445,-0.704760649,9.752462807,11.22287821,0.056703575,0.094976693,35,0
4.818810445,-2.426498819,8.12339225,-0.034468039,9.752075571,24.5113525,0.036840873,0.076652325,20,0
4.824255988,-1.954078034,8.105320237,-0.936256767,9.748020484,10.50926388,0.084585629,0.159220869,45,0
4.761973463,1.021222618,8.310880026,1.630921416,9.643844689,20.7099817,0.044880063,0.087828659,25,0
1.845694003,-0.883295092,8.471942103,1.537418525,9.720663827,8.339830806,0.255041426,0.401113094,86,0
5.40232006,-1.50996204,7.946639818,2.548050128,9.746449613,13.74747931,0.156595513,0.292996889,72,0
5.398849272,-1.434023809,7.969828214,-0.09792513,9.734809548,8.329792192,0.066805349,0.105024024,67,0
5.440935446,-1.407448419,7.94874025,0.025421068,9.735544161,8.024440165,0.061559613,0.09581315,73,0
4.456090194,-5.21584353,5.394175703,1.618025827,9.97421101,7.954634189,0.463314367,0.802883163,72,0
1.360281739,-7.857183509,5.761653318,0.295932195,9.838230622,29.97839574,0.067509472,0.183890392,29,0
1.303761903,-7.784434814,5.869277382,0.247548263,9.836206405,30.86265481,0.067300283,0.176416991,34,0
2.881182716,-4.646459386,7.55038468,3.249116615,9.822000737,9.911454852,0.341774258,0.675055474,73,0
3.702386778,-1.797390341,8.771189022,0.737710671,9.717233311,4.251540845,0.065778906,0.101238667,61,0
3.723600413,-2.175328161,8.716332835,0.09989618,9.728971469,2.715622948,0.064783497,0.098679542,63,0
3.625233777,-2.342649595,8.7210303,0.945652608,9.733615325,2.500185388,0.072620387,0.105066725,67,0
3.741726259,-2.833722821,8.515249059,0.937315255,9.752875916,2.305275127,0.082857497,0.121178216,61,0
3.756644628,-2.782457025,8.556724829,-0.557268241,9.751006791,10.91761948,0.038608963,0.066665858,36,0
3.771096225,-2.85935271,8.529209894,-0.222170326,9.754587161,21.29825726,0.032704206,0.060870454,25,0
3.729949552,-2.850436408,8.546306452,0.158311459,9.751243211,15.53310226,0.035005451,0.060336401,23,0
3.736669696,-2.870369439,8.539251217,1.939741694,9.75386043,18.41292733,0.03360929,0.061067033,26,0
3.684488328,-2.74466145,8.596124057,0.056900005,9.747115645,25.78285937,0.027923902,0.056256082,21,0
3.677540787,-2.757575137,8.597398699,-0.46469498,9.749392519,22.22119099,0.032121884,0.060015811,28,0
3.668157721,-2.773020099,8.595184604,0.850088601,9.748423507,10.63176028,0.038185873,0.061372841,23,0
3.679898527,-2.844889145,8.56999755,0.125344688,9.751252649,21.48887204,0.030274387,0.061635315,11,0
3.654938845,-2.790984365,8.596758396,-0.260281858,9.749852859,12.81189496,0.036446554,0.063121799,24,0
3.660767353,-2.806369487,8.590582779,-0.092939575,9.750822012,27.04208979,0.024533635,0.052577876,13,0
